"DVD_Title","Studio","Released","Status","Sound","Versions","Price","Rating","Year","Genre","Aspect","UPC","DVD_ReleaseDate","ID","Timestamp"
"Clueless (Warner Brothers/ Whatever Edition)","Warner Brothers",,"Out","5.1","LBX, 16:9",5.97,"PG-13","1995","Comedy","1.85:1","883929303403",2013-01-08 00:00:00,239023,2013-02-18 00:00:00
"Clumping In Groups","Open University",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Special Interest","1.33:1","9786313243242",2009-09-22 00:00:00,168672,2011-04-21 00:00:00
"Clunkers","Green Apple Entertainment",,"Out","2.0","4:3",24.98,"NR","UNK","Comedy","1.33:1","818768010694",2013-09-17 00:00:00,248150,2013-09-19 00:00:00
"Cluny: A Light In The Night","Films for the Humanities ...",,"Discontinued","2.0","4:3",149.95,"NR","UNK","Special Interest","1.33:1","9781421337975",2007-05-15 00:00:00,207653,2011-06-04 00:00:00
"Cluny: A Light In The Night (Subtitled)","Films for the Humanities ...",,"Discontinued","SUB","4:3",169.95,"NR","UNK","Special Interest","1.33:1","9781421339924",2007-05-22 00:00:00,208132,2011-06-04 00:00:00
"Cluster Analysis And Data Mining: An Introduction (Book w/ DVD)","Mercury Learning & Information",,"Out","2.0","4:3",59.95,"NR","2014","Special Interest","1.33:1","9781938549380",2014-08-30 00:00:00,273971,2014-12-13 00:00:00
"Cluster Edge: Collection 1","Sentai FilmWorks",,"Out","SUB","4:3",49.98,"MA13","2005","Anime","1.33:1","814131014726",2012-09-11 00:00:00,230268,2012-09-11 00:00:00
"Cluster Edge: Collection 2","Sentai FilmWorks",,"Out","SUB","4:3",49.98,"MA13","2005","Anime","1.33:1","814131014924",2012-11-20 00:00:00,232630,2012-11-20 00:00:00
"Cluster Training: The Fastest Way To Build Strength And Size","CustomFlix",,"Out","2.0","4:3",39.95,"NR","UNK","Special Interest","1.33:1","879724005482",2004-01-01 00:00:00,90156,2006-07-04 00:00:00
"Clutch Cargo (Alpha Video), Vol. 1","Alpha Video",,"Out","2.0","4:3",7.98,"NR","1959","Animation","1.33:1","089218552099",2008-01-29 00:00:00,130032,2015-09-10 00:00:00
"Clutch Cargo (Alpha Video), Vol. 1 - 4","Alpha Video",,"Out","1.0","4:3",31.92,"NR","1959","Animation","1.33:1","089218970497",2015-09-01 00:00:00,283754,2015-09-10 00:00:00
"Clutch Cargo (Alpha Video), Vol. 2","Alpha Video",,"Out","2.0","4:3",7.98,"NR","1959","Animation","1.33:1","089218670397",2012-01-17 00:00:00,221315,2015-09-10 00:00:00
"Clutch Cargo (Alpha Video), Vol. 3","Alpha Video",,"Out","2.0","4:3",7.98,"NR","1959","Animation","1.33:1","089218751591",2014-11-24 00:00:00,273617,2015-09-10 00:00:00
"Clutch Cargo (Alpha Video), Vol. 4","Alpha Video",,"Out","2.0","4:3",7.98,"NR","1959","Animation","1.33:1","089218753595",2014-12-30 00:00:00,274567,2015-09-10 00:00:00
"Clutch Cargo (BCI Eclipse / Brentwood): Season 1","BCI Eclipse / Brentwood",,"Discontinued","1.0","4:3",14.98,"NR","1959","Animation","1.33:1","787364618293",2005-03-22 00:00:00,59585,2008-01-29 00:00:00
"Clutch Cargo (BCI Eclipse / Brentwood): Season 2","BCI Eclipse / Brentwood",,"Discontinued","1.0","4:3",14.98,"NR","1960","Animation","1.33:1","787364618392",2005-03-22 00:00:00,59582,2008-01-29 00:00:00
"Clutch Cargo (East West), Vol. 6: Heads Out West","East West",,"Discontinued","2.0","4:3",24.95,"NR","1959","Animation","1.33:1","8431560201729",2005-01-01 00:00:00,233861,2012-09-02 00:00:00
"Clutch Cargo (East West), Vol.5","East West",,"Discontinued","2.0","4:3",24.95,"NR","1959","Animation","1.33:1","8431560201996",2005-01-01 00:00:00,233878,2012-09-02 00:00:00
"Clutch Cargo (VCI): Cartoon Collection, Vol. 1","VCI",,"Discontinued","2.0","4:3",14.99,"NR","1959","Drama","1.33:1","089859837920",2005-03-29 00:00:00,59558,2014-02-14 00:00:00
"Clutch Replacement","Educational Video Network",,"Out","2.0","4:3",39.95,"NR","UNK","Special Interest","1.33:1","693940197239",2006-02-28 00:00:00,81360,2006-02-13 00:00:00
"Clutch: Full Fathom Five: Video Field Recordings 2007-2008","Weathermaker Music",,"Out","2.0","4:3",19.95,"NR","2008","Music","1.33:1","896308002019",2008-11-11 00:00:00,146879,2008-11-11 00:00:00
"Clutch: Full Fathom Five: Video Field Recordings 2007-2008 (dist. by Hal Leonard)","Weathermaker Music",,"Out","2.0","4:3",19.95,"NR","2008","Music","1.33:1","884088365547",2009-02-01 00:00:00,176682,2010-02-07 00:00:00
"Clutch: Live At The 9:30","Weathermaker Music",,"Out","2.0","4:3",19.98,"NR","UNK","Music","1.33:1","896308002132",2010-05-11 00:00:00,180592,2010-05-11 00:00:00
"Clutching Hand (Serial)","Alpha Video",,"Out","1.0","4:3",7.98,"NR","1936","Action/Adventure","1.33:1","089218456991",2004-11-23 00:00:00,51685,2008-07-06 00:00:00
"Clutural Diversity","Victory Multimedia",,"Discontinued","2.0","4:3",325,"NR","UNK","Special Interest","1.33:1","880959002061",2008-12-16 00:00:00,146845,2014-09-01 00:00:00
"Clyde Davenport: Shades Of Clyde","Spring Fed Records",,"Discontinued","2.0","4:3",20.98,"NR","UNK","Music","1.33:1","885444843877",2011-04-19 00:00:00,199009,2014-02-16 00:00:00
"Clyde Drexler: Glide","Delta Entertainment",,"Out","2.0","4:3",29.95,"NR","UNK","Sports","1.33:1","018111242790",2003-02-11 00:00:00,25875,2006-02-13 00:00:00
"Clyde Stubblefield & John Jab'o Starks: Soul Of The Funky Drummers","Rittor Music",,"Out","2.0","4:3",29.95,"NR","UNK","Special Interest","1.33:1","073999203745",2004-07-27 00:00:00,60071,2010-05-09 00:00:00
"Clyde The Glide (Book w/ DVD)","Sports Publishing",,"Discontinued","2.0","4:3",24.95,"NR","2004","Special Interest","1.33:1","9781582617428",2004-08-31 00:00:00,201600,2011-03-19 00:00:00
"Clyne: The Violin: Amy Kauffman / Cornelius Dufallo (DVD/CD Combo)","VisionIntoArt",,"Out","2.0","4:3",19.99,"NR","UNK","Music","1.33:1","859712996923",2015-02-10 00:00:00,275326,2015-02-10 00:00:00
"CMT Crossroads: Train And Martina McBride","Republic Records",,"Out","2.0","4:3",9.98,"NR","2011","Music","1.33:1","602527668161",2011-07-12 00:00:00,208532,2011-07-12 00:00:00
"CNBC Titans: Herb Kelleher","Microcosm Publishing",,"Discontinued","2.0","4:3",169.95,"NR","UNK","Special Interest","1.33:1","9781621022909",2012-03-27 00:00:00,225932,2012-08-22 00:00:00
"CNN DVD: Books 1 & 2 (4th Ed.)","Heinle",,"Out","2.0","4:3",75.95,"NR","2005","Special Interest","1.33:1","9781413015874",2005-04-07 00:00:00,205449,2011-04-30 00:00:00
"CNN Millennium 2000: Incredible Moments From The Celebration","Warner Brothers",,"Discontinued","2.0","4:3",14.98,"NR","2000","Documentary","1.33:1","053939819823",2000-01-11 00:00:00,1286,2010-07-05 00:00:00
"CNN Presents: Black In America","CNN",,"Out","2.0","4:3",29.95,"NR","2008","Documentary","1.33:1","883629594330",2008-08-26 00:00:00,143401,2008-08-17 00:00:00
"Cnote: Wepa (DualDisc)","Madacy",,"Discontinued","2.0","4:3, DUALDISC",7.98,"NR","UNK","Music","1.33:1","628261160327",2005-10-25 00:00:00,86177,2009-12-20 00:00:00
"Co Giup Viec Toi Yeu","Vina Distributor",,"Discontinued","2.0","4:3",19.99,"NR","UNK","Foreign","1.33:1","608866262220",2011-04-26 00:00:00,204585,2013-02-23 00:00:00
"Co Thi Truong Da Ta-nh","Vina Distributor",,"Discontinued","2.0","4:3",19.99,"NR","UNK","Foreign","1.33:1","608866261926",2011-04-26 00:00:00,204575,2013-02-23 00:00:00
"Co-Creating At Its Best: A Conversation Between Master Teachers (DVD-ROM)","Hay House",,"Out","2.0","4:3",19.99,"NR","2014","Special Interest","1.33:1","9781401948481",2014-12-02 00:00:00,269845,2014-12-02 00:00:00
"Co-Eds Exposed","CandidCam Video",,"Out","2.0","4:3",19.95,"UR","UNK","Late Night","1.33:1","803720106447",2003-12-16 00:00:00,117514,2007-08-04 00:00:00
"Coach (1978)","Rhino",,"Discontinued","2.0","4:3",7.97,"PG","1978","Comedy","1.33:1","081227660826",2000-05-23 00:00:00,1287,2014-07-28 00:00:00
"Coach (1989): The 1st & 2nd Season","Universal",,"Discontinued","2.0","4:3",26.98,"NR","VAR","TV Classics","1.33:1","025192054068",2010-02-09 00:00:00,173962,2010-12-24 00:00:00
"Coach (1989): The 1st Season","Universal",,"Discontinued","2.0","4:3",26.98,"NR","1989","TV Classics","1.33:1","025193034021",2006-06-13 00:00:00,84181,2013-07-18 00:00:00
"Coach (1989): The 1st Season (Limited Edition)","Universal",,"Discontinued","2.0","4:3",26.98,"NR","1989","TV Classics","1.33:1","025192932823",2006-06-13 00:00:00,81809,2014-06-04 00:00:00
"Coach (1989): The 2nd Season","Universal",,"Out","2.0","4:3",19.98,"NR","1989","TV Classics","1.33:1","025195006934",2007-05-15 00:00:00,106249,2014-06-20 00:00:00
"Coach (1989): The 3rd Season","Universal",,"Out","2.0","4:3",19.98,"NR","1990","TV Classics","1.33:1","025195017121",2008-02-19 00:00:00,126275,2014-06-20 00:00:00
"Coach (1989): The 4th Season","Universal",,"Out","2.0","4:3",19.98,"NR","1991","TV Classics","1.33:1","025195017138",2011-03-15 00:00:00,195050,2014-06-20 00:00:00
"Coach (2010/ Lions Gate)","Lions Gate",,"Out","2.0","LBX, 16:9",14.98,"PG-13","2010","Comedy","1.85:1","031398123163",2010-06-08 00:00:00,179117,2011-01-28 00:00:00
"Coach (2010/ Mongrel Media)","Mongrel Media",,"Out","2.0","LBX, 16:9",29.95,"PG-13","2010","Comedy","1.85:1","629159042770",2010-06-08 00:00:00,186947,2010-07-28 00:00:00
"Coach (UNK)","Films for the Humanities ...",,"Out","2.0","4:3",129.95,"NR","UNK","Special Interest","1.33:1","9781616169459",2010-07-28 00:00:00,187763,2010-08-13 00:00:00
"Coach Carter (Paramount/ Pan & Scan)","Paramount",,"Discontinued","5.1","4:3 P&S",12.99,"PG-13","2005","Drama","1.33:1","097360304343",2005-06-21 00:00:00,62972,2012-12-27 00:00:00
"Coach Carter (Paramount/ Pan & Scan/ Checkpoint)","Paramount",,"Discontinued","5.1","4:3 P&S",12.99,"PG-13","2005","Drama","1.33:1","097360304329",2005-06-21 00:00:00,63041,2013-01-05 00:00:00
"Coach Carter (Paramount/ Pan & Scan/ Temporary Price Reduction)","Paramount",,"Discontinued","5.1","4:3 P&S",7.98,"PG-13","2005","Drama","1.33:1","032429067562",2009-06-30 00:00:00,186662,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen)","Paramount",,"Discontinued","5.1","LBX, 16:9",6.99,"PG-13","2005","Drama","1.85:1","097363412649",2005-06-21 00:00:00,62971,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen/ Blu-ray)","Paramount",,"Discontinued","5.1 DTS-HD","LBX, 16:9, BLU-RAY",22.99,"PG-13","2005","Drama","1.85:1","032429072627",2009-07-21 00:00:00,163228,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen/ Blu-ray/ Checkpoint/ Old Version)","Paramount",,"Discontinued","5.1 DTS-HD","LBX, 16:9, BLU-RAY",29.99,"PG-13","2005","Drama","1.85:1","097361399324",2008-12-16 00:00:00,240240,2013-01-07 00:00:00
"Coach Carter (Paramount/ Widescreen/ Blu-ray/ Old Version)","Paramount",,"Discontinued","5.1 DTS-HD","LBX, 16:9, BLU-RAY",29.99,"PG-13","2005","Drama","1.85:1","097361399348",2008-12-16 00:00:00,146150,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen/ Checkpoint)","Paramount",,"Discontinued","5.1","LBX, 16:9",29.99,"PG-13","2005","Drama","1.85:1","097363412625",2005-06-21 00:00:00,63057,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen/ Temporary Price Reduction)","Paramount",,"Discontinued","5.1","LBX, 16:9",7.98,"PG-13","2005","Drama","1.85:1","032429067579",2009-06-30 00:00:00,163652,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen/ Temporary Price Reduction/ Old Version)","Paramount",,"Discontinued","5.1","LBX, 16:9",9.99,"PG-13","2005","Drama","1.85:1","032429053213",2008-11-18 00:00:00,148850,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen/ UMD)","Paramount",,"Discontinued","5.1","LBX, 16:9, UMD",29.95,"PG-13","2005","Drama","1.85:1","097360317640",2005-08-09 00:00:00,66531,2012-12-27 00:00:00
"Coach Carter (Paramount/ Widescreen/ UMD/ Checkpoint)","Paramount",,"Discontinued","5.1","LBX, 16:9, UMD",29.95,"PG-13","2005","Drama","1.85:1","097360317626",2005-08-09 00:00:00,240669,2013-01-07 00:00:00
"Coach Carter (Warner Brothers)","Warner Brothers",,"Out","5.1","LBX, 16:9",5.97,"PG-13","2005","Drama","1.85:1","883929303557",2013-01-08 00:00:00,239004,2013-01-08 00:00:00
"Coach Carter (Warner Brothers/ Blu-ray)","Warner Brothers",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",14.97,"PG-13","2005","Drama","1.85:1","883929301553",2013-01-08 00:00:00,238996,2013-01-08 00:00:00
"Coach Coz And The Kid Crew","Fun Train",,"Discontinued","2.0","4:3",17.95,"NR","UNK","Family","1.33:1","824312020095",2003-07-08 00:00:00,31268,2008-01-13 00:00:00
"Coach Of The Year (BCI Eclipse / Brentwood/ Old Version)","BCI Eclipse / Brentwood",,"Discontinued","2.0","4:3",4.98,"NR","1980","Drama","1.33:1","787364405596",2001-03-20 00:00:00,20914,2009-02-01 00:00:00
"Coach Of The Year (Brentwood)","Brentwood",,"Discontinued","2.0","4:3",3.98,"NR","1980","Drama","1.33:1","759526993296",2005-02-15 00:00:00,60732,2009-02-01 00:00:00
"Coach Of The Year (Digiview Entertainment)","Digiview Entertainment",,"Out","2.0","4:3",2.5,"NR","1980","Drama","1.33:1","872322003942",2004-01-01 00:00:00,87632,2010-05-09 00:00:00
"Coach Of The Year (Direct Source) / The Boxer (1971)","Direct Source",,"Discontinued","2.0","4:3",5.99,"NR","VAR","Drama","1.33:1","779836110497",2002-12-03 00:00:00,22152,2009-02-16 00:00:00
"Coach Of The Year (Miracle Pictures) / Hard Knox","Miracle Pictures",,"Discontinued","2.0","4:3",4.99,"NR","VAR","Drama","1.33:1","090328500016",2005-10-25 00:00:00,72052,2007-01-19 00:00:00
"Coach Tyranny: Sowing The Seeds Of Victory!","Bridgestone Group",,"Discontinued","2.0","4:3",6.98,"NR","UNK","Animation","1.33:1","095163883249",2010-07-31 00:00:00,188309,2014-01-19 00:00:00
"Coach Tyranny: Tough Love","Bridgestone Group",,"Discontinued","2.0","4:3",6.98,"NR","UNK","Family","1.33:1","095163883430",2011-04-05 00:00:00,199023,2014-01-19 00:00:00
"Coach Yourself To Success","Salient Media",,"Out","2.0","4:3",17.95,"NR","UNK","Special Interest","1.33:1","018538401190",2005-10-01 00:00:00,97668,2006-10-17 00:00:00
"Coach: Nick Bollettieri","Synkronized",,"Discontinued","2.0","4:3",9.98,"NR","UNK","Special Interest","1.33:1","873820000044",2004-01-01 00:00:00,60570,2014-10-18 00:00:00
"Coachella: The Film (2-Disc)","Epitaph Video",,"Out","2.0","4:3",29.99,"R","2006","Documentary","1.33:1","045778090198",2006-04-18 00:00:00,79447,2007-08-01 00:00:00
"Coaches Guide To Attacking The Defense","Coaches Choice",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Special Interest","1.33:1","827008077793",2006-03-07 00:00:00,82420,2013-12-26 00:00:00
"Coaches' Guide To Winning The Mental Game (Book w/ DVD/CD Combo)","Coaches Choice",,"Out","2.0","4:3",24.95,"NR","UNK","Special Interest","1.33:1","9781606790601",2009-06-19 00:00:00,163126,2009-06-23 00:00:00
"Coaching And Counselling","Alexander Street Press",,"Out","2.0","4:3",109,"NR","UNK","Special Interest","1.33:1","9781463112776",2013-09-17 00:00:00,253340,2013-10-23 00:00:00
"Coaching And Teaching In The Iron Age","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008976690",2007-05-22 00:00:00,112689,2007-05-24 00:00:00
"Coaching De PNL (Book w/ DVD)","Gaia Ediciones",,"Out","2.0","4:3",46.95,"NR","2010","Special Interest","1.33:1","9788484452898",2010-06-01 00:00:00,194037,2012-08-22 00:00:00
"Coaching Defensive Backs For Youth Football","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008846894",2007-09-25 00:00:00,119603,2007-08-31 00:00:00
"Coaching Defensive Lineman For Youth Football","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008847693",2007-09-25 00:00:00,119559,2007-08-31 00:00:00
"Coaching Defensive Linemen: A Weekly Checklist","Coaches Choice",,"Out","2.0","4:3",40,"NR","2009","Special Interest","1.33:1","827008937790",2009-09-01 00:00:00,166286,2009-09-01 00:00:00
"Coaching Discus Technique","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008265794",2008-03-25 00:00:00,133598,2011-03-18 00:00:00
"Coaching Effective Screen Passes","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008611294",2007-03-06 00:00:00,106536,2015-07-24 00:00:00
"Coaching Football's 46 Defense","Coaches Choice",,"Out","2.0","4:3",99.95,"NR","UNK","Special Interest","1.33:1","827008022090",2004-12-21 00:00:00,57341,2004-12-23 00:00:00
"Coaching Football's Zone Offense","Coaches Choice",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Special Interest","1.33:1","827008049196",2006-03-07 00:00:00,82488,2011-08-19 00:00:00
"Coaching For Commitment Workshop: Facilitator Guide (Book w/ DVD)","Pfeiffer",,"Out","2.0","4:3",159,"NR","2007","Special Interest","1.33:1","9780787982508",2007-12-21 00:00:00,196925,2014-03-10 00:00:00
"Coaching Great Quarterback Play","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","2009","Special Interest","1.33:1","827008383290",2009-06-23 00:00:00,161730,2011-02-05 00:00:00
"Coaching Individual Volleyball Skills And Techniques","Coaches Choice",,"Out","2.0","4:3",99.95,"NR","UNK","Special Interest","1.33:1","827008076994",2006-03-07 00:00:00,82474,2006-03-01 00:00:00
"Coaching Inside Linebackers For Youth Football","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008848492",2007-09-25 00:00:00,119637,2007-08-31 00:00:00
"Coaching Inside Linebackers In The Split 4-4 Defense","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008628094",2008-03-25 00:00:00,134148,2010-11-27 00:00:00
"Coaching Long Snappers","Coaches Choice",,"Out","2.0","4:3",49.95,"NR","UNK","Special Interest","1.33:1","827008048397",2006-03-07 00:00:00,82461,2006-03-01 00:00:00
"Coaching Offensive Linemen","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008123490",2006-03-07 00:00:00,82478,2012-01-12 00:00:00
"Coaching Offensive Linemen For Youth Football","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008841790",2007-09-25 00:00:00,119553,2015-07-24 00:00:00
"Coaching Outside Linebackers/Defensive Ends For Youth Football","Coaches Choice",,"Out","2.0","4:3",40,"NR","2007","Special Interest","1.33:1","827008849291",2008-05-27 00:00:00,138016,2008-05-23 00:00:00
"Coaching Pocket Presence","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008328994",2008-03-25 00:00:00,134117,2011-03-18 00:00:00
"Coaching Psychology For Health, Fitness, And Mental Health Professionals","Coaches Choice",,"Out","2.0","4:3",199.95,"NR","UNK","Special Interest","1.33:1","827008491896",2007-01-30 00:00:00,100415,2006-11-22 00:00:00
"Coaching Punt Protection And Coverage","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008816699",2007-09-25 00:00:00,119602,2007-08-31 00:00:00
"Coaching Quarterbacks For Youth Football","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008843398",2007-09-25 00:00:00,119564,2007-08-31 00:00:00
"Coaching Quarterbacks Passing Mechanics","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008704699",2007-03-06 00:00:00,106618,2007-03-02 00:00:00
"Coaching Quaterback In The Shotgun Spread Offense","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008870097",2007-03-06 00:00:00,106540,2007-03-02 00:00:00
"Coaching Receivers For Youth Football","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008842599",2007-09-25 00:00:00,119558,2007-08-31 00:00:00
"Coaching Running Backs","Coaches Choice",,"Out","2.0","4:3",59.95,"NR","UNK","Special Interest","1.33:1","827008045990",2005-03-22 00:00:00,62555,2006-02-19 00:00:00
"Coaching Running Backs For Youth Football","Coaches Choice",,"Out","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008844197",2007-09-25 00:00:00,119723,2007-08-31 00:00:00
"Coaching Special Teams","Coaches Choice",,"Discontinued","2.0","4:3",40,"NR","UNK","Special Interest","1.33:1","827008122691",2006-03-07 00:00:00,82411,2015-07-24 00:00:00
"Coaching Special Teams: Designing A Punt Team","Coaches Choice",,"Out","2.0","4:3",40,"NR","2009","Special Interest","1.33:1","827008600991",2009-06-23 00:00:00,161731,2009-05-29 00:00:00
"Coaching Special Teams: Understanding The Basics","Coaches Choice",,"Out","2.0","4:3",40,"NR","2009","Special Interest","1.33:1","827008603398",2009-06-23 00:00:00,161732,2009-05-29 00:00:00
"Coaching Students To Flow","Coaches Choice",,"Discontinued","2.0","4:3",49.95,"NR","UNK","Special Interest","1.33:1","827008372690",2008-03-25 00:00:00,133586,2011-03-18 00:00:00
"Coaching The 'G' Pressure Defense","Coaches Choice",,"Out","2.0","4:3",40,"NR","2009","Special Interest","1.33:1","827008625499",2009-06-23 00:00:00,161733,2009-05-29 00:00:00
